Question,Event Category,Region,City
What are you most likely to do when you're stressed,Nothing Q3,Washington,Vancouver
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Reading
What are you most likely to do when you're stressed,Nothing Q3,California,Santee
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Cambridge
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Canton
What are you most likely to do when you're stressed,Nothing Q3,Massachusetts,Boston
What are you most likely to do when you're stressed,Nothing Q3,New York,Kenmore
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Moon
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Denver
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Florida,Pembroke Pines
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Oakland
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Reading
What are you most likely to do when you're stressed,Nothing Q3,Oregon,Culver
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Morristown
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Madison Heights
What are you most likely to do when you're stressed,Nothing Q3,Oklahoma,Grove
What are you most likely to do when you're stressed,Nothing Q3,Iowa,Manchester
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Saint Charles
What are you most likely to do when you're stressed,Nothing Q3,New Hampshire,Conway
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Denver
What are you most likely to do when you're stressed,Nothing Q3,Kentucky,Erlanger
What are you most likely to do when you're stressed,Nothing Q3,New Jersey,East Orange
What are you most likely to do when you're stressed,Nothing Q3,Missouri,Kansas City
What are you most likely to do when you're stressed,Nothing Q3,Florida,Westchase
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Somerset
What are you most likely to do when you're stressed,Nothing Q3,Oregon,Portland
What are you most likely to do when you're stressed,Nothing Q3,Texas,Houston
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,Minnesota,Blackduck
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,Oklahoma,Tulsa
What are you most likely to do when you're stressed,Nothing Q3,California,Alameda
What are you most likely to do when you're stressed,Nothing Q3,District of Columbia,Washington
What are you most likely to do when you're stressed,Nothing Q3,Mississippi,Hernando
What are you most likely to do when you're stressed,Nothing Q3,Florida,Hialeah
What are you most likely to do when you're stressed,Nothing Q3,Minnesota,Minneapolis
What are you most likely to do when you're stressed,Nothing Q3,New Hampshire,Campton
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Ann Arbor
What are you most likely to do when you're stressed,Nothing Q3,Kansas,Andover
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Mechanicsville
What are you most likely to do when you're stressed,Nothing Q3,Arizona,Phoenix
What are you most likely to do when you're stressed,Nothing Q3,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Nothing Q3,Arkansas,Russellville
What are you most likely to do when you're stressed,Nothing Q3,Arkansas,West Fork
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Denver
What are you most likely to do when you're stressed,Nothing Q3,South Carolina,Walterboro
What are you most likely to do when you're stressed,Nothing Q3,New York,Peekskill
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,New Hampshire,Sunapee
What are you most likely to do when you're stressed,Nothing Q3,Florida,Tallahassee
What are you most likely to do when you're stressed,Nothing Q3,Texas,Carrollton
What are you most likely to do when you're stressed,Nothing Q3,Florida,Miramar
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Charlotte
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Westminster
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Wheaton-Glenmont
What are you most likely to do when you're stressed,Nothing Q3,Maryland,McHenry
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Charlotte
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Columbus
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Utah,Ephraim
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Winder
What are you most likely to do when you're stressed,Nothing Q3,Massachusetts,Duxbury
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Eureka
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Interlochen
What are you most likely to do when you're stressed,Nothing Q3,Texas,San Antonio
What are you most likely to do when you're stressed,Nothing Q3,Oklahoma,Guymon
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Detroit
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Columbus
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,New York,New York
What are you most likely to do when you're stressed,Nothing Q3,Texas,San Antonio
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Denver
What are you most likely to do when you're stressed,Nothing Q3,West Virginia,Logan
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Chattanooga
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Fort Oglethorpe
What are you most likely to do when you're stressed,Nothing Q3,Virginia,McLean
What are you most likely to do when you're stressed,Nothing Q3,Nevada,(not set)
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Circleville
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Memphis
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Sunbury
What are you most likely to do when you're stressed,Nothing Q3,Texas,Pflugerville
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Lancaster
What are you most likely to do when you're stressed,Nothing Q3,South Dakota,Porcupine
What are you most likely to do when you're stressed,Nothing Q3,Maine,Portland
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Memphis
What are you most likely to do when you're stressed,Nothing Q3,Florida,Palatka
What are you most likely to do when you're stressed,Nothing Q3,Massachusetts,Springfield
What are you most likely to do when you're stressed,Nothing Q3,Texas,Houston
What are you most likely to do when you're stressed,Nothing Q3,California,Palm Desert
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Galax
What are you most likely to do when you're stressed,Nothing Q3,New Mexico,Albuquerque
What are you most likely to do when you're stressed,Nothing Q3,New York,New York
What are you most likely to do when you're stressed,Nothing Q3,Massachusetts,Westport
What are you most likely to do when you're stressed,Nothing Q3,Alabama,Birmingham
What are you most likely to do when you're stressed,Nothing Q3,Louisiana,Covington
What are you most likely to do when you're stressed,Nothing Q3,Florida,Hudson
What are you most likely to do when you're stressed,Nothing Q3,New York,Terryville
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Indianapolis
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Maple City
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Millersburg
What are you most likely to do when you're stressed,Nothing Q3,Washington,Duvall
What are you most likely to do when you're stressed,Nothing Q3,Texas,San Antonio
What are you most likely to do when you're stressed,Nothing Q3,Idaho,Meridian
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Lebanon
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Jackson
What are you most likely to do when you're stressed,Nothing Q3,Georgia,(not set)
What are you most likely to do when you're stressed,Nothing Q3,Missouri,Cameron
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Statesville
What are you most likely to do when you're stressed,Nothing Q3,Indiana,South Milford
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Atlanta
What are you most likely to do when you're stressed,Nothing Q3,Oklahoma,Broken Arrow
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Florida,Jacksonville
What are you most likely to do when you're stressed,Nothing Q3,Missouri,Saint Charles
What are you most likely to do when you're stressed,Nothing Q3,Texas,Houston
What are you most likely to do when you're stressed,Nothing Q3,Florida,Palm Bay
What are you most likely to do when you're stressed,Nothing Q3,New York,Cheektowaga
What are you most likely to do when you're stressed,Nothing Q3,Florida,Greenacres
What are you most likely to do when you're stressed,Nothing Q3,Oklahoma,Ardmore
What are you most likely to do when you're stressed,Nothing Q3,Florida,Auburndale
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Greensboro
